"Id","Title","Body","Tags"
"11","How do commercial obfuscators achieve to crash .net Reflector and ILDASM?","<p>Some commercial obfuscators <a href=""http://www.remotesoft.com/salamander/obfuscator.html"" rel=""nofollow"">claim they can crash ILDASM</a> (and other similar tools such as Reflector)</p>

<p><strong>Any idea on how they achieve that?</strong></p>

<p>As stated in numerous threads here, someone with enough motivation/time/skill will always find a way to read your code (aka if it's runnable, it's decompilable), but it seems to me that most casual code readers won't bother decompiling my code if Reflector can't do it for them.</p>

<p>This level of protection of my IP (ie, protected against anybody but the hardcore guys who would probably find a way around every single trick I would throw at them anyway) would definitely be enough for me.</p>
",".net obfuscation reflector"
"12","Crappy Random Number Generator","<p>This may sound like an odd question, but where can I find a random number generator that works in C or C++ that is not very good?</p>

<p>Context: I'm creating some tree graph plotting software and testing it by using multi-digit random numbers (so each digit becomes a node in the tree). The random number generator I've been using - which is the one that comes with the GNU C++ compiler - gives me a nice spread of values. That's good, but I want to see how the table looks when the numbers clump together and are less homogenous. </p>

<p>Can anyone suggest a random number generator that has been proven to be not-so-random?</p>

<p>(Oh, any anyone who links to xkcd and/or suggests I just return 4 will get sarcasm in response).</p>
","algorithm language-agnostic random"
"13","Migrate from Mdaemon to postfix","<p>how can I move Inbox/Sent/Draft from Mdaemon to postfix?
<br/>
is there any automatic way? </p>
","postfix migration mdaemon"
"14","Where can I find the LaTeX3 manual?","<p>Few month ago I saw a big pdf-manual of all LaTeX3-packages and the new syntax. I think it was bigger than 300 pages. I can't find it on the web. </p>

<p>Does anyone have a link?</p>
","documentation latex3 expl3"
"15","Can I stop windows 7 from fading windows on alt-tab?","<p>When you hit alt tab on windows 7 and stop for a second on a window, it hides all other windows.  Is there any way to tell Windows 7 to use the old classic behavior?</p>
","windows-7"
"16","PHP framework URL conventions","<p>A lot of frameworks use URL conventions like <code>/controller/action/{id}</code> which is great, but if you need any configuration beyond that, it's up to you to write your own routes.</p>

<p>How would you handle URLs like <code>/users/{id}/friends</code> on the backend? (to list all of a user's friends)</p>

<p>I'm thinking that in the controller, something like this would be appropriate:</p>

<pre><code>class User {
    function index() {
        echo 'user index';
    }
}

class Friend extends User {
    function index($user_id) {
        echo 'friend index';
    }    
}
</code></pre>

<p>Then you would have the following map:</p>

<pre><code>/users              -&gt; User::index()
/users/{id}         -&gt; User::view($id)
/users/{id}/friends -&gt; Friend::index($user_id)
</code></pre>

<p>I wanted to put the Friend class inside the User class but apparently you can't do that in PHP so this is the best I could come up with. Thoughts?</p>

<p>What URL would use for editing your list of friends? <code>/users/{id}/friends/edit</code> could work, but it doesn't seem appropriate, since you should never be editing someone else's friend list. Would <code>/account/friends/edit</code> be a better choice? Where would you put the corresponding code for that? In a friend controller, or a user controller, or a specialized account controller?</p>

<p>Bonus question: which do you prefer? <code>/photos/delete/{id}</code> or <code>/photos/{id}/delete</code></p>

<p><hr /></p>

<p><strong>The answers:</strong></p>

<p>So, what I've gathered from the answers is that if the ""thing"" is complicated (like ""friends"") but doesn't have its own controller, you can give it one without a model, or if it's not, you should stuff it in with whatever it's most closely related to. Your URLs should not influence where you put your code. Most people seem to think you should stick to <code>/controller/action/{id}</code> whever possible, because it's what people are familiar with.</p>

<p>No one really commented on the extended class aside from saying it's ""awkward"". Perhaps FriendList would have been a more appropriate class in that case if I really wanted to separate it out.</p>

<p>Thanks for all the answers :)</p>
","php url-routing conventions"
"17","What creates "".rds"" temporary files in R?","<p>I'm running a server process in R that is restarted often, and which uses many R packages. Right now, each restart creates a temporary directory that contains a couple of files with the ""rds"" extension. I'd really like to know which R package or feature causes these .rds files to be created (so I can disable that). Thanks!</p>

<p>The filenames look like this:</p>

<p>libloc_%2fusr%2flib%2fR%2flibraryVersion,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,OS_type,License,Archs,Built.rds</p>

<p>and the beginning of the content look like this:</p>

<pre><code>      [,1]         [,2]                 [,3]          [,4]          [,5]                                              
 [1,] ""KernSmooth"" ""/usr/lib/R/library"" ""2.23-6""      ""recommended"" ""R (&gt;= 2.5.0), stats""                             
 [2,] ""MASS""       ""/usr/lib/R/library"" ""7.3-13""      ""recommended"" ""R (&gt;= 2.13.0), grDevices, graphics, stats, utils""
 [3,] ""Matrix""     ""/usr/lib/R/library"" ""0.999375-50"" ""recommended"" ""R (&gt;= 2.10.0), stats, methods, utils, lattice""   
 [4,] ""base""       ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
 [5,] ""class""      ""/usr/lib/R/library"" ""7.3-2""       ""recommended"" ""R (&gt;= 2.5.0), stats, utils""                      
 [6,] ""compiler""   ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
 [7,] ""datasets""   ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
 [8,] ""grDevices""  ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
 [9,] ""graphics""   ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[10,] ""grid""       ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[11,] ""lattice""    ""/usr/lib/R/library"" ""0.19-26""     ""recommended"" ""R (&gt;= 2.11.0)""                                   
[12,] ""methods""    ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[13,] ""nnet""       ""/usr/lib/R/library"" ""7.3-1""       ""recommended"" ""R (&gt;= 2.5.0), stats, utils""                      
[14,] ""spatial""    ""/usr/lib/R/library"" ""7.3-2""       ""recommended"" ""R (&gt;= 2.5.0), graphics, stats, utils""            
[15,] ""splines""    ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[16,] ""stats""      ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[17,] ""stats4""     ""/usr/lib/R/library"" ""2.13.0""      ""base""        ""methods, graphics, stats""                        
[18,] ""tcltk""      ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[19,] ""tools""      ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
[20,] ""utils""      ""/usr/lib/R/library"" ""2.13.0""      ""base""        NA                                                
</code></pre>
","r temporary-files"
"18","WPF: multiple controls binding to same property","<p>Hello<br>
I'm trying to change several controls' property according to some environment variables and i want to avoid creating a property for each control in the datacontext, so i thought using a converter which sets the property according to control name. Goal is to use one property for all controls:   </p>

<pre><code>&lt;Grid.Resources&gt;
   &lt;local:NameToStringConverter x:Key=""conv"" /&gt;    
&lt;/Grid.Resources&gt;

&lt;TextBlock Name=""FordPerfect"" 
     Text=""{Binding ElementName=""FordPerfect"" Path=Name, Converter={StaticResource conv}, Mode=OneWay}""/&gt;
&lt;TextBlock Name=""Arthur"" 
     Text=""{Binding ElementName=""Arthur"" Path=Name, Converter={StaticResource conv}, Mode=OneWay}""/&gt;
&lt;TextBlock Name=""ZaphodBeeblebrox"" 
     Text=""{Binding ElementName=""ZaphodBeeblebrox"" Path=Name, Converter={StaticResource conv}, Mode=OneWay}""/&gt;
</code></pre>

<p>and ...</p>

<pre><code>public class NameToStringConverter : IValueConverter
{
    public object Convert(
     object value, Type targetType,
     object parameter, CultureInfo culture)
    {            
        if (MyGlobalEnv.IsFlavor1 &amp;&amp; ((string)value).Equals(""ZaphodBeeblebrox"")) return ""42""
        if (MyGlobalEnv.IsFlavor2 &amp;&amp; ((string)value).Equals(""ZaphodBeeblebrox"")) return ""43""
        if (MyGlobalEnv.IsFlavor1 &amp;&amp; ((string)value).Equals(""Arthur"")) return ""44""

        return ""?"";
    }

    public object ConvertBack(
     object value, Type targetType,
     object parameter, CultureInfo culture)
    {
        throw new NotSupportedException(""Cannot convert back"");
    }
}
</code></pre>

<p>I'm sure there's a better and more elegant way... Any ideas?</p>
","wpf binding"
"19","Play framework auto javascript and CSS minifier","<p>Does anyone know a good play plugin that automatically minifies javascript and css to attach to a production play server?</p>

<p>I've found this one, but I guess there are more out there:</p>

<p><a href=""https://github.com/greenlaw110/play-greenscript"" rel=""nofollow"">https://github.com/greenlaw110/play-greenscript</a></p>

<p>The main problem I see here is that the having javascript being generated from the play side, the plugin would have to detect JS code that gets generated on the fly. Mainly because I'm writing values directly into the javascript like:</p>

<pre><code>function foo${handlerID}(someVar){
var x = ${some_val};

(...)
}

var t = foo${handlerID}('bar');
</code></pre>
","javascript code-generation playframework minify"
"20","Creating a repetitive node from a hash array with simplexml_load_string, a cycle and variables","<p>=) I need your kindly help to accomplish a simple task. I've been searching but I can't find what I need. It shouldn't be difficult, probably it's a matter of syntax =)</p>

<p>I create a string representing an XML inside the function like this:</p>

<pre><code>$sxe = simplexml_load_string('
&lt;xmlFile&gt;
 &lt;item param=""'.$variable.'""&gt;
  &lt;subitem&gt;'.$var2s.'&lt;/subitem&gt;
 &lt;/item&gt;
&lt;/xmlFile&gt;
');
</code></pre>

<p>The contents of the variables are plain strings like this <code>abc,def,ghi</code> in both variables which I obtain from a hash this way:</p>

<pre><code>isset($variable);
$variable="""";
isset($vars2);
$vars2="""";

foreach ($hashArray as $stringKey =&gt; $stringValue) {
 // I separate each result with a comma
 $variable .= $stringKey."","";
 $vars2 .= $stringValue."","";
}
// Then remove the last comma
$variable = substr($variable, 0, -1);
$vars2 = substr($vars2, 0, -1);
</code></pre>

<p>When I save my XML with <code>$sxe-&gt;asXml('xml/myGreatFile.xml');</code> I got something similar to:</p>

<pre><code>&lt;xmlFile&gt;
 &lt;item param=""abc,def,ghi""&gt;
  &lt;subitem&gt;JKL,MNO,PQR&lt;/subitem&gt;
 &lt;/item&gt;
&lt;/xmlFile&gt;
</code></pre>

<p>That was fine but now for my new requirement I need a result similar to this:</p>

<pre><code>&lt;xmlFile&gt;
 &lt;item param=""abc""&gt;
  &lt;subitem&gt;JKL&lt;/subitem&gt;
 &lt;/item&gt;
 &lt;item param=""def""&gt;
  &lt;subitem&gt;MNO&lt;/subitem&gt;
 &lt;/item&gt;
 &lt;item param=""ghi""&gt;
  &lt;subitem&gt;PQR&lt;/subitem&gt;
 &lt;/item&gt;
&lt;/xmlFile&gt;
</code></pre>

<p>How can I create this repetitive node???
I tried to concatenate PHP functions inside the <code>simplexml_load_string</code> string as I did with the variables but seems to be it's not possible:</p>

<pre><code>$sxe = simplexml_load_string('
&lt;xmlFile&gt;'.
 // Syntax Error u_u
 foreach ($hashArray as $stringKey =&gt; $stringValue) {
  $variable .= $stringKey."","";
  $vars2 .= $stringValue."","";.

 '&lt;item param=""'.$variable.'""&gt;
  &lt;subitem&gt;'.$var2s.'&lt;/subitem&gt;
 &lt;/item&gt;'.
 }
.'&lt;/xmlFile&gt;
');
</code></pre>

<p>Of course my syntax it's wrong, but I want to create this repetitive node somehow, maybe with a cycle and maybe using my hash array directly instead of passing it to string.</p>

<p>Can somebody please help me???
THANKS A LOT =) =) =)</p>
","php xml hash multidimensional-array simplexml-load-string"
"21","Are cancer recovery rates the same as they were in 1920?","<p><strong>Related:</strong> <a href=""http://skeptics.stackexchange.com/questions/3131/have-any-cures-been-invented-since-the-1950s-or-so"">Have any “cures” been invented since the 1950's or so?</a></p>

<hr>

<p>I ran across the movie <a href=""http://cutpoisonburn.com/"">Cut Poison Burn</a>, who's abstract is as follows:</p>

<blockquote>
  <p>Cut Poison Burn is a controversial, eye opening, and sometimes heartbreaking documentary that puts the business of cancer treatment under the microscope. Follow the frustrating journeys of critically ill cancer patients as they try to navigate the confusing and dangerous maze of treatment and encounter formidable obstacles in the “cancer industrial complex.”  A compelling critique of the influence of medical monopolies, the power of pharmaceutical companies and government agencies, Cut Poison Burn is essential viewing for anyone and everyone touched by cancer.</p>
</blockquote>

<p>The movie may advocate (haven't watched the whole thing) some kind of new, pennies-per-session treatment a la <a href=""http://skeptics.stackexchange.com/questions/4611/does-burzynski-have-a-miracle-cancer-cure-being-suppressed-by-the-fda"">Burzynski</a>, or at least <a href=""http://articles.mercola.com/sites/articles/archive/2011/09/19/cut-poison-burn.aspx"">Dr. Mercola is using it to do so</a>.</p>

<p>There are a myriad of claims in the movie, I'm sure (I only watched the first 10min), but I'd like to address one in particular that struck me (<a href=""http://vimeo.com/26874089"">occurs starting at the 7min mark</a>). It is made by Charles B. Simone, M.MS, M.D., founder of the <a href=""http://www.drsimone.com/center.htm"">Simone Protective Cancer Center</a> (transcripted by me; may contain small errors):</p>

<blockquote>
  <p>From 1920 to the present time, we have made little or no progress in the treatment of adult cancers. So a person who gets prostate cancer or breast cancer today will live as long as a person who got it in 1920. No big change. With all the radiation therapy that began in the 10's and 20's, combination chemotherapy in the 60's, immunotherapy that began in the 70's, PET scans, MRI scans, you name it, billions and billions and billions of research dollar that we've thrown into this whole area of cancer research and treatment... little or no significant progress in the treatment of adult cancers.</p>
</blockquote>

<p>Is this the case? Has no treatment since 1920 done anything to increase the chance of [long-term] survival of adults who have cancer?</p>
","medical-science cancer healthcare"
"22","Get all +ve number count in LINQ","<p>I am using the following thing:</p>

<pre><code>int[] a = {1, 2, 3, 0, 5, 0};
int x = a.Select(b =&gt; b != 0).Count(); 
</code></pre>

<p>I am getting <strong>6</strong> as the value, how can I get <strong>4</strong> instead of <strong>6</strong>.</p>

<p>Can someone please guid me.</p>
","c# .net linq"
"23","TabNavigator contents width not equals with TabNavigator itself","<p>The content(Here is VBox) is not align with Tab, put it in another way, the content is stretch out one pixel(The red border is wider than the Tab), as show in the following pic:
<img src=""http://i.stack.imgur.com/HAF4F.png"" alt=""enter image description here""><br>
<strong><em>So how to solve the issue?</em></strong></p>

<p>code snippet:</p>

<pre><code>&lt;mx:Application
        xmlns:mx=""http://www.adobe.com/2006/mxml""
        layout=""vertical""
        verticalAlign=""middle""
        backgroundColor=""white""
        &gt;
    &lt;mx:TabNavigator id=""tn""
                 width=""300""
                 height=""300""
                tabWidth=""{tn.width/tn.numChildren}""
                borderStyle=""solid""
                borderColor=""#ff0000""
                backgroundColor=""#ffffff""
                paddingTop=""0""&gt;
            &lt;mx:VBox id=""vb1"" width=""100%"" label=""Tab 1"" backgroundColor=""#ffffff""&gt;
                &lt;mx:Label text=""width:{vb1.width}, height:{vb1.height}"" /&gt;
            &lt;/mx:VBox&gt;
            &lt;mx:VBox id=""vb2"" width=""100%"" label=""Tab 2"" backgroundColor=""#00ffff""&gt;
                &lt;mx:Label text=""width:{vb2.width}, height:{vb2.height}"" /&gt;
            &lt;/mx:VBox&gt;
        &lt;/mx:TabNavigator&gt;
    &lt;/mx:Application&gt;
</code></pre>
","actionscript-3 flex flex3"
"24","IIS File Size Reporting","<p>How do I configure IIS to report File Size for browser downloads. As it stands now, all downloads off our site report a null file size, and therefor do not show file size progress.</p>

<p>We're using version 6.</p>
","iis"
"25","C# Converting set flags in a variable of type flag enumeration to an array of integers","<p>I came up with this piece of code that converts the set flags in a variable of type Flag Enumeration and returns the set flags as integers.
I'd like to know if this is the best approach.</p>

<p>Example enumeration:
<pre><code>[Flags]
enum Status {
  None = 0x0,
  Active = 0x1,
  Inactive = 0x2,
  Canceled = 0x4,
  Suspended = 0x8
}
</pre></code></p>

<p>The extension method that converts the set flags to array of int that I came up with:</p>

<pre><code>public static class Extensions
{
    public static int[] ToIntArray(this System.Enum o) 
    {
        return o.ToString()
            .Split(new string[] { "", "" }, StringSplitOptions.None)
            .Select(i => (int)Enum.Parse(o.GetType(), i))
            .ToArray();
    }
}</code></pre>

<p>This is how I use it:</p>

<pre><code>Status filterStatus = Status.Suspended | Status.Canceled;

int[] filterFlags = filterStatus.toIntArray();

foreach (int flag in filterFlags) {
   Console.WriteLine(""{0}\n"", flag);
}
</code></pre>

<p>It will output:</p>

<pre><code>4
8</code></pre>

<p>As you can see, to get this done I'm doing the following:</p>

<ol>
<li>Converting the variable to string. It outputs something like: Suspended, Canceled</li>
<li>Splitting that string into an array of strings: { ""Suspended"", ""Canceled"" }</li>
<li>Converting that string to the enumeration value with Enum.Parse.</li>
<li>Casting the value to an integer.</li>
<li>Converting the IEnumerable to int[].</li>
</ol>

<p>It works, but I just don't think it's the best approach. Any suggestions to improve this bit of code?</p>
","c# linq string enumeration"
"26","Can i use printf in IO monad?","<p>The stopLoss function causes the following error:</p>

<pre><code>Could not deduce (Text.Printf.PrintfType (m a0))
arising from the ambiguity check for `stopLoss'
from the context (Monad m,
                Text.Printf.PrintfType (m b),
                Text.Printf.PrintfType (m a))
bound by the inferred type for `stopLoss':
  (Monad m, Text.Printf.PrintfType (m b), 
   Text.Printf.PrintfType (m a)) =&gt;
   Float -&gt; Float -&gt; Float -&gt; m b
Possible fix:
   add an instance declaration for (Text.Printf.PrintfType (m a0))

When checking that `stopLoss'
has the inferred type `forall (m :: * -&gt; *) a b.
  (Monad m, Text.Printf.PrintfType (m b),
   Text.Printf.PrintfType (m a)) =&gt;
   Float -&gt; Float -&gt; Float -&gt; m b'
Probable cause: the inferred type is ambiguous
</code></pre>

<p>The funtion:</p>

<pre><code>stopLoss qty pb lossRate = do
    let t = qty * pb * (1 + sxf)
    printf ""Stop Loss at: %.2f\n"" ((pb - (t * lossRate) / qty) :: Float)
    printf ""Lost Money: %.2f\n""  ((t * lossRate) :: Float)
</code></pre>

<p>Any suggestion is appreciated!</p>
","haskell"
"27","Is my understanding of MAKE correct?","<p>Taking the GNU make application as an example, when I create a makefile it is likened to a Visual Studio project file in that it contains the list of files and other items needed to compile an application. The makefile contains the path to the compiler as well as the path to all the files that could possibly be used in the compiling operation. The MAKE application reads the makefile and combines the sources into 1 file which the compiler then reads and converts into the relevant assembly/machine code.</p>

<p>The #include directive is a directive that tells the make file to:
""include the contents of this file into this point of the larger file that you're making to feed to the compiler then resume with the current file"".</p>

<p>The MAKE application also tells the compiler where to ""emit"" the result of the compile operation once the compiling is completed. In this regard a Visual Studio .csproj file is technically a XML based makefile for a Microsoft specific MAKE application.</p>

<p>Is this understanding of makefiles correct?</p>
","visual-studio makefile gnu"
"28","<p> instead of <br />","<p>I've been wondering if I can use <code>&lt;p&gt;&amp;nbsp;&lt;/p&gt;</code> (just space in paragraph) instead of <code>&lt;br /&gt;</code> ...</p>

<p>Because I love to keep my code semantic and thought if this is right has been bothering me for a while now. I have seen WYSIWSG editors (TinyMCE) use this, but I still rather ask then do it wrong.</p>
","html semantic line-breaks"
"29","GCC STL bound checking","<p>How to enable bound checking for <code>operator[]</code> and iterators?</p>
","c++ gcc stl bounds-checker"
"30","SharePoint CAML query - query custom field using freetext predicate","<p>I have a SharePoint document library with a custom column added.  <code>InternalName</code> is ""my_x0020_new_x0020_column"", <code>Title</code>  is ""my new column yes here it is"".  Type is text.</p>

<p>How can I query this specific column using the <a href=""http://msdn.microsoft.com/en-us/library/ms516214.aspx"" rel=""nofollow"">freetext predicate</a>?  I cannot use <code>DefaultProperties</code> because I don't want to search content.</p>

<p>I have tried this:</p>

<pre><code>    freetext(my_x0020_new_x0020_column, 'sasdfdsf')
</code></pre>

<p>(Microsoft.Office.Server.Search.Query.InvalidPropertyException), this:</p>

<pre><code>    freetext(""my_x0020_new_x0020_column"", 'sasdfdsf')
</code></pre>

<p>(Microsoft.Office.Server.Search.Query.InvalidPropertyException), this:</p>

<pre><code>    freetext(""my new column yes here it is"", 'sasdfdsf')
</code></pre>

<p>(Microsoft.Office.Server.Search.Query.InvalidPropertyException), and even this:</p>

<pre><code>    freetext(my new column yes here it is, 'sasdfdsf')
</code></pre>

<p>(""Your query is malformed. Please rephrase your query"").</p>

<p>When I specify other columns in the predicate (eg <code>Author</code>, <code>Filename</code>) the query works fine.</p>

<p>Here is my full CAML query:</p>



<pre><code>&lt;QueryPacket xmlns=""urn:Microsoft.Search.Query""&gt;
    &lt;Query&gt;
        &lt;SupportedFormats&gt;&lt;Format&gt;urn:Microsoft.Search.Response.Document:Document&lt;/Format&gt;&lt;/SupportedFormats&gt;
        &lt;Context&gt;
            &lt;QueryText type=""MSSQLFT"" language=""en-us""&gt;
                    select filename, path, fileextension, author, lastmodifiedtime, site from scope() 
    where 
        freetext(""my new column yes here it is"", 'sasdfdsf')
    and  
        Site = 'http://my.sharepoint.server/personal/mysite/blank_site_1/document library 1' 
            &lt;/QueryText&gt;
        &lt;/Context&gt;
        &lt;Range&gt;
                &lt;StartAt&gt;1&lt;/StartAt&gt;
                &lt;Count&gt;500&lt;/Count&gt;
        &lt;/Range&gt;
        &lt;EnableStemming&gt;true&lt;/EnableStemming&gt;
        &lt;TrimDuplicates&gt;false&lt;/TrimDuplicates&gt;
